Comments,stance
గంటలో వంకాయప్పా నీకు తిరగేసి రాయడం కూడా రాదా? స్కూల్లో పిల్లలకు ఇదే నేర్పావా? జగన్ తిరగేస్తే nagaj అవుతుందే…,favour
శ్రీ వైఎస్ జగన్ మోహన్ రెడ్డి సార్ శ్రీ రామ చంద్ర మూర్తి లాగ మంచి పరిపాలన చేస్తూ ఉ…,favour
"జ‌నం నాడి ప‌ట్టిన జ‌గ‌న్‌ వ‌య‌సులోనూ, రాజ‌కీయ అనుభ‌వంలోనూ జ‌గ‌న్ చిన్న‌వాడు కానీ ప్ర‌జ‌ల ఆలోచన‌ల్ని, అవ‌స‌రాల‌ని గు…",favour
"జ‌నం నాడి ప‌ట్టిన జ‌గ‌న్‌ వ‌య‌సులోనూ, రాజ‌కీయ అనుభ‌వంలోనూ జ‌గ‌న్ చిన్న‌వాడు కానీ ప్ర‌జ‌ల ఆలోచన‌ల్ని, అవ‌స‌రాల‌ని…",favour
ఇదిగో ని నెక్స్ట్ ట్వీట్ devlopment జగన్ goverment లేదు అనుకో నేను ఈ…,favour
శ్రీ వైఎస్ జగన్ మోహన్ రెడ్డి సార్ శ్రీ రామ చంద్ర మూర్తి లాగ మంచి పరిపాలన చేస్తూ ఉన్నాడు కాబ…,favour
ఆంధ్రా అభివృద్ధికి తట్టెడు మట్టి వెయ్యవు కాన నీ ఇసక దోపిడీకి నదికి అడ్డంగా ఆనకట్టవేస్తావు జగన్,favour
శ్రీ వైఎస్ జగన్ మోహన్ రెడ్డి సార్ శ్రీ రామ చంద్ర మూర్తి లాగ మంచి పరిపాలన చేస్తూ ఉన్నాడు కాబట్టి భారతదేశం మొత్తం ఇ…,favour
చిత్తూరు ఎమ్మెల్యే శ్రీనివాసులుకు నిరసన సెగ ,favour
శ్రీ వైఎస్ జగన్ మోహన్ రెడ్డి సార్ శ్రీ రామ చంద్ర మూర్తి లాగ మంచి పరిపాలన చేస్తూ ఉన్నాడు కాబట్టి భా…,favour
శవాల మీద చిల్లర చుడండి  జగన్,favour
శ్రీ వైఎస్ జగన్ మోహన్ రెడ్డి సార్ శ్రీ రామ చంద్ర మూర్తి లాగ మంచి పరిపాలన చేస్తూ ఉన్నాడు కాబట్టి భారతదేశం మొత్తం ఇ…,neutral
దమ్ముంటే ఆధారాలతో రావాలి - నంబూరి,favour
ఆంధ్రా అభివృద్ధికి తట్టెడు మట్టి వెయ్యవు కాన నీ ఇసక దోపిడీకి నదికి అడ్డంగా ఆనకట్టవేస్తావు జగన్,favour
టిడిపి నేత దేవినేని ఉమా వ్యాఖ్యలకు కౌంటర్ ఇచ్చిన వైసీపీ ఎమ్మెల్యే వసంత కృష్ణప్రసాద్,favour
"""జగనన్నే మా భవిష్యత్తు మా నమ్మకం నీవే జగనన్న""",favour
శవాల మీద చిల్లర చుడండి  జగన్,favour
మాకు నమ్మకం లేదు జగన్ మాకు నమ్మకం పవన్,favour
మరి జగన్ ని ఏమీ అనువు ఎందుకు,favour
జగన్ చెప్పొచ్చు గా గమ్మున కుక్క అని ఎందుకు,favour
జగనన్నే మా భవిష్యత్తు జై జగన్ జై చిర్ల జగన్ GARU MLA…,favour
నువ్వు క్లియర్ గా రాయలేదంటేనే అర్థం అవుతుంది పోలీసులు మీద రాళ్లు విసిరింది మన వైసీపీ వాళ్లేనని జగన్,favour
జనవాణి కార్యక్రమం మునగపాక మండలం గంటవానీపాలెం గ్రామంలో,favour
రైతన్న తో పప్పన్న,favour
జగనన్న ఇచ్చిన డబ్బులతో మేకలు కొన్నానునా జీవితం మారిపోయింది నేను ప్రతి ఇంటికి వెళ్లి జగనన్న కి ఓటు వేయమని అడుగుతా…,favour
జగన్ కొత్త వ్యూహం స్టికర్ తీసేస్తే? ,favour
శవాల మీద చిల్లర చుడండి  జగన్,favour
శవాల మీద చిల్లర చుడండి  జగన్,favour
రాజన్న పాదయాత్రకు నేటికి 20 ఏళ్ళు ,favour
11 జిల్లాలు 68 రోజులు 640 గ్రామాలు 1475 కిలోమీటర్లు మహానేత వైఎస్సార్ గారి ప్రజా ప్రస్థానం పాదయాత్ర ప్రారం…,neutral
శవాల మీద చిల్లర చుడండి  జగన్,neutral
శవాల మీద చిల్లర చుడండి  జగన్,neutral
ఆంధ్రా అభివృద్ధికి తట్టెడు మట్టి వెయ్యవు కాన నీ ఇసక దోపిడీకి నదికి అడ్డంగా ఆనకట్టవేస్తావు జగన్,neutral
శవాల మీద చిల్లర చుడండి  జగన్,neutral
ఆంధ్రా అభివృద్ధికి తట్టెడు మట్టి వెయ్యవు కాన నీ ఇసక దోపిడీకి నదికి అడ్డంగా ఆనకట్టవేస్తావు జగన్,neutral
శవాల మీద చిల్లర చుడండి  జగన్,neutral
శవాల మీద చిల్లర చుడండి  జగన్,favour
"- విశాఖలో ఆదాని డేటా సెంటర్ - త్వరలో మెగా DSC - 98% ఎన్నికల హామీలు నెరవేర్చాం - 175/175 ఏ మా టార్గెట్, మా ఎన్నికల…",favour
ఈ సీన్ డిలీట్ చేసి చాలా తప్పు చేశారు అని నా అభిప్రాయం,favour
గంటలో వంకాయప్పా నీకు తిరగేసి రాయడం కూడా రాదా? స్కూల్లో పిల్లలకు ఇదే నేర్పావా? జగన్ తిరగేస్తే nagaj అవుతుందే…,favour
ఎలుక తోలు ఎడాది ఉతికినా నలుపు నలుపే కాని తెలుపు రాదు,favour
